cik,filing_form,filing_date,ma_mentions_in_filing,ma_sentiment_in_filing,company_current_ratio,company_debt_to_equity,heuristic_ma_score
320193,10-Q,2025-08-01,3,0.7646000000000001,0.8679917800453515,4.035622056813003,0.3809312382375828
320193,8-K,2025-07-31,0,0.0,0.8679917800453515,4.035622056813003,0.06509938350340136
320193,8-K,2025-07-25,0,0.0,0.8679917800453515,4.035622056813003,0.06509938350340136
320193,8-K,2025-07-09,0,0.0,0.8679917800453515,4.035622056813003,0.06509938350340136
320193,8-K,2025-05-12,0,0.0,0.8679917800453515,4.035622056813003,0.06509938350340136
320193,10-Q,2025-05-02,3,0.8823,0.8679917800453515,4.035622056813003,0.3809312382375828
320193,8-K,2025-05-01,0,0.0,0.8679917800453515,4.035622056813003,0.06509938350340136
320193,8-K,2025-02-25,0,0.0,0.8679917800453515,4.035622056813003,0.06509938350340136
320193,10-Q,2025-01-31,3,0.7972666666666667,0.8679917800453515,4.035622056813003,0.3809312382375828
320193,8-K,2025-01-30,0,0.0,0.8679917800453515,4.035622056813003,0.06509938350340136
320193,8-K,2025-01-03,0,0.0,0.8679917800453515,4.035622056813003,0.06509938350340136
320193,10-K,2024-11-01,10,0.4236700000000001,0.8679917800453515,4.035622056813003,0.6703646852377725
320193,8-K,2024-10-31,0,0.0,0.8679917800453515,4.035622056813003,0.06509938350340136
320193,8-K,2024-09-10,0,0.0,0.8679917800453515,4.035622056813003,0.06509938350340136
320193,10-Q,2024-08-02,3,0.7652333333333333,0.8679917800453515,4.035622056813003,0.3809312382375828
320193,10-Q,2024-05-03,3,0.8878666666666667,0.8679917800453515,4.035622056813003,0.3809312382375828
320193,10-Q,2024-02-02,3,0.8796333333333334,0.8679917800453515,4.035622056813003,0.3809312382375828
320193,10-K,2023-11-03,10,0.49199000000000004,0.8679917800453515,4.035622056813003,0.6703646852377725
320193,10-Q,2023-08-04,4,0.8084749999999999,0.8679917800453515,4.035622056813003,0.45056910862134625
320193,10-Q,2023-05-05,5,0.7597400000000001,0.8679917800453515,4.035622056813003,0.5075837746833917
320193,10-Q,2023-02-03,5,0.7991400000000001,0.8679917800453515,4.035622056813003,0.5075837746833917
320193,10-K,2022-10-28,12,0.41231666666666666,0.8679917800453515,4.035622056813003,0.7015968162008126
320193,10-Q,2022-07-29,5,0.84454,0.8679917800453515,4.035622056813003,0.5075837746833917
320193,10-K,2021-10-29,12,0.4771333333333334,0.8679917800453515,4.035622056813003,0.7015968162008126
320193,10-K,2020-10-30,14,0.45035,0.8679917800453515,4.035622056813003,0.7225323396657488
320193,10-K,2019-10-31,11,0.5642545454545455,0.8679917800453515,4.035622056813003,0.6875371726497677
320193,10-K,2018-11-05,11,0.5098727272727273,0.8679917800453515,4.035622056813003,0.6875371726497677
320193,10-K,2017-11-03,18,0.6027722222222223,0.8679917800453515,4.035622056813003,0.7459727777902966
320193,10-K,2016-10-26,21,0.5081761904761906,0.8679917800453515,4.035622056813003,0.7546024797290669
320193,10-K,2015-10-28,32,0.6275125,0.8679917800453515,4.035622056813003,0.7639362934121796
789019,10-K,2025-07-30,43,0.6385348837209301,1.3534464445042416,0.8021567548525529,0.8912178526683093
789019,8-K,2025-07-30,0,0.0,1.3534464445042416,0.8021567548525529,0.19134672672387662
789019,8-K,2025-07-01,0,0.0,1.3534464445042416,0.8021567548525529,0.19134672672387662
789019,10-Q,2025-04-30,36,0.6022333333333333,1.3534464445042416,0.8021567548525529,0.8908241166580129
789019,8-K,2025-04-30,0,0.0,1.3534464445042416,0.8021567548525529,0.19134672672387662
789019,10-Q,2025-01-29,38,0.5964684210526315,1.3534464445042416,0.8021567548525529,0.8909964107204682
789019,8-K,2025-01-29,0,0.0,1.3534464445042416,0.8021567548525529,0.19134672672387662
789019,8-K,2025-01-22,0,0.0,1.3534464445042416,0.8021567548525529,0.19134672672387662
789019,8-K,2024-12-11,1,-0.4939,1.3534464445042416,0.8021567548525529,0.31823519956928936
789019,8-K,2024-12-03,0,0.0,1.3534464445042416,0.8021567548525529,0.19134672672387662
789019,10-Q,2024-10-30,37,0.5879540540540539,1.3534464445042416,0.8021567548525529,0.8909188497910859
789019,8-K,2024-10-30,0,0.0,1.3534464445042416,0.8021567548525529,0.19134672672387662
789019,8-K,2024-08-21,0,0.0,1.3534464445042416,0.8021567548525529,0.19134672672387662
789019,10-K,2024-07-30,73,0.6514095890410959,1.3534464445042416,0.8021567548525529,0.8913464072770308
789019,8-K,2024-07-30,0,0.0,1.3534464445042416,0.8021567548525529,0.19134672672387662
789019,10-Q,2024-04-25,54,0.6505611111111114,1.3534464445042416,0.8021567548525529,0.8913324470714888
789019,10-Q,2024-01-30,55,0.6606745454545456,1.3534464445042416,0.8021567548525529,0.8913350355333234
789019,10-Q,2023-10-24,24,0.5694,1.3534464445042416,0.8021567548525529,0.8855859037895626
789019,10-K,2023-07-27,52,0.633975,1.3534464445042416,0.8021567548525529,0.8913254239857707
789019,10-Q,2023-04-25,41,0.6369902439024392,1.3534464445042416,0.8021567548525529,0.8911544692248962
789019,10-Q,2023-01-24,29,0.6509379310344828,1.3534464445042416,0.8021567548525529,0.8892274384021135
789019,10-Q,2022-10-25,26,0.6202115384615385,1.3534464445042416,0.8021567548525529,0.8874851316293441
789019,10-K,2022-07-28,51,0.619980392156863,1.3534464445042416,0.8021567548525529,0.8913207075007977
789019,10-Q,2022-04-26,34,0.602464705882353,1.3534464445042416,0.8021567548525529,0.8905670841203852
789019,10-K,2021-07-29,50,0.6051859999999999,1.3534464445042416,0.8021567548525529,0.8913149467730429
789019,10-K,2020-07-30,36,0.5524083333333332,1.3534464445042416,0.8021567548525529,0.8908241166580129
789019,10-K,2019-08-01,48,0.5833687499999999,1.3534464445042416,0.8021567548525529,0.8912993166083331
1018724,10-Q,2025-08-01,26,0.5677923076923077,1.0240689917130767,,0.7729435792839482
1018724,8-K,2025-07-31,0,0.0,1.0240689917130767,,0.07680517437848075
1018724,8-K,2025-05-22,0,0.0,1.0240689917130767,,0.07680517437848075
1018724,10-Q,2025-05-02,26,0.5251884615384615,1.0240689917130767,,0.7729435792839482
1018724,8-K,2025-05-01,0,0.0,1.0240689917130767,,0.07680517437848075
1018724,8-K,2025-04-10,0,0.0,1.0240689917130767,,0.07680517437848075
1018724,10-K,2025-02-07,48,0.5645020833333333,1.0240689917130767,,0.7767577642629372
1018724,8-K,2025-02-06,0,0.0,1.0240689917130767,,0.07680517437848075
1018724,10-Q,2024-11-01,28,0.5812857142857143,1.0240689917130767,,0.7742166697769427
1018724,8-K,2024-10-31,0,0.0,1.0240689917130767,,0.07680517437848075
1018724,10-Q,2024-08-02,29,0.5926448275862068,1.0240689917130767,,0.7746858860567176
1018724,8-K,2024-08-01,0,0.0,1.0240689917130767,,0.07680517437848075
1018724,8-K,2024-05-24,0,0.0,1.0240689917130767,,0.07680517437848075
